date,dis,number,pm25,pm10,o3,no2,so2,co,tm,rh,ph
2014/12/17,SIHD,10,44.52173913,109.5217391,45.85714286,60.34782609,38.34782609,0.97826087,2.3,38,0
2014/12/18,SIHD,3,44.5,86.83333333,46.5,63.41666667,25.16666667,0.7975,2.9,64,0
2014/12/19,SIHD,6,67.56521739,110.5217391,12,88.52173913,31.13043478,1.112608696,7.9,76,0
2014/12/20,SIHD,4,55.79166667,90.29166667,58,55.16666667,30.375,0.82375,5.7,61,1
2014/12/21,SIHD,7,63.54166667,102.2083333,33.875,56.5,41.45833333,0.894583333,3.4,45,1
2014/12/22,SIHD,2,77.16666667,120.5833333,40.625,74.08333333,48.04166667,1.09125,1.9,54,0
2014/12/23,SIHD,6,58.95652174,98.30434783,58.57142857,71.86956522,29.34782609,1.002608696,6.5,58,0
2014/12/24,SIHD,5,128.6521739,174.2608696,42.71428571,97.91304348,58.08695652,1.488695652,8.2,54,0
2014/12/25,SIHD,5,42.29166667,49.16666667,65.875,38.70833333,17.54166667,0.73625,6.1,65,0
2014/12/26,SIHD,2,22.08333333,37.70833333,61.875,46.20833333,16.875,0.584583333,6.5,65,0
2014/12/27,SIHD,2,21.34782609,37,57.28571429,49.43478261,20.13043478,0.576086957,7.3,64,1
2014/12/28,SIHD,8,65.75,94.79166667,48,79.08333333,28.58333333,1.035,5.6,75,1
2014/12/29,SIHD,7,143.5416667,200.3333333,57,100.75,52.83333333,1.71625,7.3,64,0
2014/12/30,SIHD,7,130.6666667,175.7916667,50,109.4583333,49.04166667,1.585,7.1,72,0
2014/12/31,SIHD,5,141.9285714,203.3571429,47,90.07142857,54.42857143,1.392857143,6.8,57,0
2015/1/1,SIHD,13,NA,NA,NA,NA,NA,NA,1.8,35,1
2015/1/2,SIHD,6,77.04347826,111.2173913,41.5,78.73913043,48.26086957,1.291304348,2,47,1
2015/1/3,SIHD,1,98.91666667,130.9583333,52.5,78.83333333,39.16666667,1.250416667,5.7,55,1
2015/1/4,SIHD,5,140.75,170,43.5,140.0833333,59.5,1.546666667,7.9,63,0
2015/1/5,SIHD,5,79.22727273,114.1052632,54.66666667,81,26.81818182,1,13.9,67,0
2015/1/6,SIHD,8,90.59090909,125.55,59.33333333,44.95454545,24.72727273,1.128181818,6.9,71,0
2015/1/7,SIHD,3,31.33333333,59.70833333,55.25,38.91666667,20.16666667,0.6425,4.4,60,0
2015/1/8,SIHD,4,64.14285714,85.71428571,55.375,64.80952381,40.38095238,1.06952381,3.9,55,0
2015/1/9,SIHD,8,144.6086957,194.4782609,43.75,123.0869565,55.17391304,1.984347826,3.9,64,0
2015/1/10,SIHD,7,189.5833333,246.2083333,56.125,138.5416667,63.5,2.285833333,5.4,66,1
2015/1/11,SIHD,11,205.4782609,240,71.875,108.0869565,75.13043478,1.943478261,6.4,70,1
2015/1/12,SIHD,7,20.4,25.38888889,66.14285714,29.75,14.45,0.591,6.2,68,0
2015/1/13,SIHD,3,17.08333333,27.95833333,47.25,46.125,13.875,0.589166667,7.3,77,0
2015/1/14,SIHD,2,19.13043478,22,32.42857143,41.30434783,9.869565217,0.673913043,8,92,0
2015/1/15,SIHD,6,70.60869565,80.40909091,21,55.65217391,18.17391304,1.02826087,7.1,81,0
2015/1/16,SIHD,12,111.0454545,134.1818182,27.14285714,65.31818182,26.54545455,1.273636364,6,76,0
2015/1/17,SIHD,4,80.66666667,95.125,61.375,37.08333333,20.95833333,0.928333333,4,65,1
2015/1/18,SIHD,6,88.55,118.3,59.875,73.75,27.7,1.0865,4.8,71,1
2015/1/19,SIHD,3,88.7826087,161.4347826,55.875,71.95652174,39.26086957,1.300869565,6.2,57,0
2015/1/20,SIHD,1,31,71.54166667,75.25,50.125,16.54166667,0.675,8.1,66,0
2015/1/21,SIHD,7,100.0434783,141.2173913,54.5,71,31.95652174,1.121304348,10.3,66,0
2015/1/22,SIHD,2,124.2083333,131.5416667,27.625,58.83333333,33.625,1.498333333,5,71,0
2015/1/23,SIHD,3,102.8,114,72.5,64.25,24.2,1.136,5.3,73,0
2015/1/24,SIHD,16,108.3043478,121.0434783,76.71428571,76.7826087,22.39130435,1.214782609,9.1,80,1
2015/1/26,SIHD,4,102.7727273,125.625,30.42857143,50.90909091,21,1.228636364,7.9,85,0
2015/1/27,SIHD,3,49.04166667,62.75,52,30.83333333,15.79166667,0.875,4.9,79,0
2015/1/28,SIHD,4,16.04347826,32.52173913,46.85714286,30,15,0.59173913,3.6,71,0
2015/1/29,SIHD,3,11.40909091,16.81818182,43.375,41.86363636,11.86363636,0.585909091,3.6,90,0
2015/1/30,SIHD,12,67.13043478,75.26086957,49.57142857,42.17391304,22.08695652,0.865217391,3.3,72,0
2015/1/31,SIHD,5,34.29166667,44.25,71.75,34,19.33333333,0.70625,3.2,62,1
2015/2/1,SIHD,5,17.91666667,33.79166667,47.75,38.75,18.70833333,0.565,4.1,68,1
2015/2/2,SIHD,6,23.95833333,35.04166667,48,49.91666667,15.75,0.604166667,5.3,77,0
2015/2/3,SIHD,3,33.43478261,46.2173913,37.875,66.82608696,21.30434783,0.692173913,5.8,77,0
2015/2/4,SIHD,3,172.9565217,196.7826087,72.5,77,59.60869565,1.520434783,5.6,65,0
2015/2/5,SIHD,3,102,111.9130435,74.85714286,61.2173913,36,1.176086957,3.7,52,0
2015/2/6,SIHD,10,72.56521739,91,58.875,86.13043478,33.60869565,1.206521739,2.5,69,0
2015/2/7,SIHD,8,109.9565217,123.4545455,70.75,97.86956522,34.65217391,1.436956522,3.9,64,1
2015/2/8,SIHD,5,49.33333333,63.83333333,80.125,31.45833333,20.20833333,0.8375,3.3,57,1
2015/2/9,SIHD,3,25.125,36,73.625,37.54166667,16.75,0.74,1.2,57,0
2015/2/10,SIHD,9,57.16666667,64.9,79.875,69.04166667,21.45833333,0.883333333,3.2,59,0
2015/2/11,SIHD,1,76.43478261,92.2173913,90.125,78.91304348,26.52173913,1.139565217,8,57,0
2015/2/12,SIHD,10,162.9583333,203.8333333,74.875,72.75,52.54166667,1.625416667,7.8,61,0
2015/2/13,SIHD,6,45,57.86956522,114.25,50.2173913,21.04347826,0.773913043,7.9,66,0
2015/2/14,SIHD,16,53.73913043,79.30434783,135.4285714,38.2173913,18.04347826,0.802608696,12.2,71,1
2015/2/15,SIHD,4,56.41666667,73.79166667,66.75,53.70833333,14.54166667,0.987083333,15,84,0
2015/2/16,SIHD,6,111.25,124.1666667,61.375,45.58333333,17.875,1.484583333,12.5,80,0
2015/2/17,SIHD,6,119.5,168.3333333,103,44.08333333,20.08333333,1.35875,8.4,66,0
2015/2/18,SIHD,8,69.45833333,113.7083333,101.75,42.91666667,20.41666667,1.01875,6,65,1
2015/2/19,SIHD,4,19.20833333,32.875,94.875,18.58333333,14.79166667,0.492083333,6,61,1
2015/2/21,SIHD,4,56.95652174,57.85,29,28.26086957,11.52173913,1.00826087,10.2,86,1
2015/2/22,SIHD,8,114.8695652,131,52.125,30.47826087,15.2173913,1.225652174,7.5,79,1
2015/2/23,SIHD,4,52.45454545,136.1363636,94.625,24.36363636,17.45454545,0.775,6.5,72,1
2015/2/24,SIHD,10,42.5,108.5454545,94.57142857,25.72727273,13.09090909,0.796363636,7.9,77,1
2015/2/25,SIHD,3,22.30434783,34.2173913,64.14285714,42.04347826,10.2173913,0.736956522,8.5,91,0
2015/2/26,SIHD,1,49.08333333,66.375,77.125,29.95833333,10.95833333,0.819166667,8.3,83,0
2015/2/27,SIHD,3,19.29166667,34.54166667,74.375,27.08333333,10.91666667,0.592916667,5.6,75,0
2015/2/28,SIHD,5,13.91666667,18.7826087,57.625,31.58333333,8.875,0.560833333,4.7,88,0
2015/3/1,SIHD,9,78.29166667,86.875,82,39.375,21.625,0.967083333,5.6,73,1
2015/3/2,SIHD,2,111.4347826,115.826087,117.5,53.39130435,22,1.077391304,7.4,71,0
2015/3/3,SIHD,3,81.83333333,92.75,72,41.25,17.5,0.968333333,9.1,75,0
2015/3/4,SIHD,3,19.56521739,48.91304348,82.875,24.7826087,13.52173913,0.676956522,4.9,52,0
2015/3/5,SIHD,2,14.54166667,34.41666667,73.5,27.625,11.04166667,0.55875,4.3,67,0
2015/3/6,SIHD,7,23.45833333,35.33333333,74.875,36.16666667,13.33333333,0.664583333,5.9,70,0
2015/3/7,SIHD,5,27.52173913,35.2173913,93.125,38.86956522,15.04347826,0.660869565,7.4,63,1
2015/3/8,SIHD,8,22.52173913,26.95652174,57.75,48.73913043,11.39130435,0.736956522,8.8,89,1
2015/3/9,SIHD,3,38.20833333,46.66666667,84.5,31.83333333,11.41666667,0.799583333,8.3,78,0
2015/3/10,SIHD,5,19.65217391,43.86956522,89.5,25.26086957,12.30434783,0.653913043,3.7,53,0
2015/3/11,SIHD,2,42.72727273,59.90909091,84.625,61.63636364,19.81818182,0.820454545,5.7,57,0
2015/3/12,SIHD,10,84.85714286,106.7142857,131.125,55.57142857,30,0.969285714,8.9,60,0
2015/3/13,SIHD,5,95.54166667,124.4583333,103.625,88.66666667,25.41666667,1.259583333,13.6,57,0
2015/3/14,SIHD,9,104.5416667,127.5,109.125,67.83333333,17.75,1.345833333,9.7,87,1
2015/3/15,SIHD,5,54.39130435,54.36363636,105.375,35.34782609,11.91304348,0.903913043,10.8,88,1
2015/3/16,SIHD,3,32,31.5625,68.28571429,41.65217391,9.913043478,0.853478261,12.1,93,0
2015/3/17,SIHD,3,34.83333333,43.04761905,86.125,44.04166667,10.5,0.947916667,15.3,89,0
2015/3/18,SIHD,4,59.82608696,71,41.71428571,59.34782609,14.52173913,1.25,13.5,93,0
2015/3/19,SIHD,6,79.30434783,85,78,55.91304348,20.52173913,1.112608696,12.4,79,0
2015/3/20,SIHD,6,65.375,72.90909091,76.875,59.125,12.70833333,0.77625,11.1,83,0
2015/3/21,SIHD,7,108.0869565,118.5909091,87.375,87.13043478,24.7826087,1.359130435,13.8,77,1
2015/3/22,SIHD,8,92.16666667,134.5,110.125,69.125,21.95833333,1.077083333,14,53,1
2015/3/23,SIHD,5,23.375,76.125,82.5,41.16666667,13.375,0.591666667,10.4,70,0
2015/3/24,SIHD,5,14.26086957,40.39130435,99.71428571,35.86956522,12.08695652,0.51173913,10.2,57,0
2015/3/25,SIHD,6,18.75,39.33333333,110.5,34.04166667,11.91666667,0.555833333,10.7,58,0
2015/3/26,SIHD,3,22.625,41.95833333,125,30.83333333,10.95833333,0.5825,11.9,70,0
2015/3/27,SIHD,9,24.63636364,32.94117647,93.875,41.18181818,10.04545455,0.617272727,11.4,87,0
2015/3/28,SIHD,11,77.57142857,93.33333333,132.5,74.76190476,14.85714286,0.963333333,13.7,78,1
2015/3/29,SIHD,9,90.47619048,101.95,150.3333333,64.85714286,20.04761905,1.081428571,16.6,72,1
2015/3/30,SIHD,8,39.41666667,43.85,91.5,36.70833333,12.16666667,0.750416667,15.9,79,0
2015/3/31,SIHD,4,68.875,88.19047619,139.5,57.45833333,16.375,1.050416667,20.9,77,0
2015/4/1,SIHD,5,59.52173913,68.9,72,70.86956522,17.56521739,0.963478261,19.2,82,0
2015/4/2,SIHD,10,42.125,75,114.75,45.83333333,13.75,0.681666667,22.6,76,0
2015/4/3,SIHD,7,68,68.38461538,63.25,45.29166667,14.33333333,1.255416667,13,83,1
2015/4/4,SIHD,10,62.58333333,75.16666667,66.125,52.91666667,13.95833333,1.26,14.4,87,1
2015/4/5,SIHD,12,50.79166667,68.85714286,72,44,12.41666667,0.938333333,12.4,93,1
2015/4/6,SIHD,6,19.54166667,26.52380952,87.5,28.95833333,8.5,0.64125,10.9,91,0
2015/4/7,SIHD,4,20.70833333,39.45833333,84.5,30.25,9.125,0.470833333,7.4,78,0
2015/4/8,SIHD,2,26.13636364,39.5,106.8333333,36.04545455,12.5,0.427272727,8.7,61,0
2015/4/9,SIHD,3,26.56521739,44.60869565,119.7142857,45.82608696,12.34782609,0.464782609,10.1,68,0
2015/4/10,SIHD,3,40.42857143,53.61904762,121.6,52.85714286,14.28571429,0.569047619,12.5,68,0
2015/4/11,SIHD,11,41.18181818,58,132.2857143,47.77272727,13.86363636,0.532727273,13.1,67,1
2015/4/12,SIHD,5,50.45454545,67.72727273,153.2857143,46.13636364,13.95454545,0.568181818,15,68,1
2015/4/13,SIHD,8,47.14285714,82.80952381,94.33333333,37.95238095,15.80952381,0.664761905,11.5,62,0
2015/4/14,SIHD,10,67.05263158,79.47368421,97.375,50.84210526,16.36842105,0.822105263,11,69,0
2015/4/15,SIHD,5,78.58333333,111.625,141,94.25,27.125,0.890416667,16.3,52,0
2015/4/16,SIHD,4,74,132,95,81.86956522,29.2173913,0.991304348,18.4,54,0
2015/4/17,SIHD,10,31.86956522,131.3478261,113,37.56521739,11.39130435,0.56826087,15.7,60,0
2015/4/18,SIHD,11,60.25,97.3,91.125,49.6,17.3,0.7915,21.4,72,1
2015/4/19,SIHD,9,124.1538462,211.4285714,72.5,73.76923077,20.53846154,1.205384615,19.2,83,1
2015/4/20,SIHD,12,42.31818182,73.78947368,95.57142857,38.13636364,12.36363636,0.763636364,13.3,71,0
2015/4/21,SIHD,13,39.13636364,81.18181818,137.1428571,60.09090909,15.04545455,0.719545455,14.8,47,0
2015/4/22,SIHD,3,86.23809524,119.6666667,161.8,89.66666667,21.61904762,0.928571429,16.7,56,0
2015/4/23,SIHD,2,68.5,97.16666667,167.5,74.375,21.58333333,0.793333333,19,44,0
2015/4/24,SIHD,3,62.61904762,105.3333333,89.42857143,93.95238095,23.04761905,0.829047619,18.4,44,0
2015/4/25,SIHD,9,83.36363636,120.8636364,153.8333333,95.90909091,23.22727273,1.057727273,19.9,51,1
2015/4/26,SIHD,10,53,79.22727273,184.4285714,51.68181818,19.45454545,0.632727273,21.3,43,1
2015/4/27,SIHD,6,44.45833333,72.45833333,148.875,29.95833333,16.66666667,0.68125,21.7,54,0
2015/4/28,SIHD,7,71.47619048,97.04761905,176.8333333,42,20.04761905,0.945238095,22.9,66,0
2015/4/29,SIHD,3,46,54.38095238,70.57142857,42.04761905,13.23809524,0.818095238,17.6,84,0
2015/4/30,SIHD,5,71.77272727,91.90909091,134.1428571,50.95454545,22.04545455,0.887272727,19.3,73,0
2015/5/1,SIHD,6,41.08695652,47.82608696,142.375,21.08695652,8.347826087,0.606956522,18.1,81,1
2015/5/2,SIHD,5,49.91304348,59.09090909,98.14285714,29,9.304347826,0.724347826,20.2,88,1
2015/5/3,SIHD,5,56.90909091,67.22727273,124.5,31.45454545,13.04545455,0.889090909,18.3,78,1
2015/5/4,SIHD,3,77.45833333,112.875,149.875,51.91666667,17.08333333,1.060833333,18.4,64,0
2015/5/5,SIHD,6,20.5,68.5,123.8571429,39.63636364,10.45454545,0.524545455,18.1,45,0
2015/5/6,SIHD,1,35.69565217,75.47826087,138.1428571,40.39130435,14.26086957,0.659565217,19.3,62,0
2015/5/7,SIHD,2,50.16666667,67.55555556,140.8571429,36.11111111,11.72222222,0.671111111,19.7,71,0
2015/5/8,SIHD,4,27.92307692,51.76923077,121.25,38.30769231,9.538461538,0.650769231,19.9,65,0
2015/5/9,SIHD,4,19.86363636,25.81818182,108.3333333,26.86363636,8.409090909,0.577727273,17.9,83,1
2015/5/10,SIHD,11,36.43478261,50.30434783,149.375,29.2173913,11.65217391,0.543478261,19,70,1
2015/5/11,SIHD,4,29.17391304,36.52173913,54.875,33.7826087,8.739130435,0.707391304,18.9,85,0
2015/5/12,SIHD,6,41.91304348,95,127.25,50.52173913,15.47826087,0.660434783,19.5,53,0
2015/5/13,SIHD,4,46.31818182,95.63636364,175.1428571,60,23.13636364,0.684090909,23.3,48,0
2015/5/14,SIHD,2,52.04761905,77.57142857,102.1666667,55.61904762,16.85714286,0.792380952,25.2,65,0
2015/5/15,SIHD,1,47.04545455,61.5625,22.16666667,62.77272727,15.54545455,0.977727273,22.2,87,0
2015/5/16,SIHD,2,37.13636364,57.5,125.2857143,32.59090909,10.45454545,0.563636364,18.9,60,1
2015/5/17,SIHD,9,32.42857143,50.04761905,124,43.38095238,11.76190476,0.502857143,19.7,56,1
2015/5/18,SIHD,6,53.54545455,60.94736842,27.83333333,65.68181818,13.13636364,1.075454545,20.6,88,0
2015/5/19,SIHD,5,81.34782609,79.89473684,149.8571429,55.17391304,10.17391304,1.023043478,22.1,85,0
2015/5/20,SIHD,5,45.13636364,59.72222222,142.3333333,36.18181818,10.31818182,0.626818182,21.2,62,0
2015/5/21,SIHD,4,18.875,42.04166667,128.625,34.04166667,9.833333333,0.47375,19.5,50,0
2015/5/22,SIHD,1,27.40909091,43.81818182,146.5,25.72727273,8.5,0.532727273,20.1,67,0
2015/5/23,SIHD,10,33.7826087,47.39130435,82.42857143,35.17391304,9.47826087,0.653478261,20.6,83,1
2015/5/24,SIHD,2,36.04347826,44.95652174,99.85714286,28.91304348,11.60869565,0.594782609,21.5,78,1
2015/5/25,SIHD,1,33.39130435,47.26086957,124.75,26.95652174,9.869565217,0.547826087,22,68,0
2015/5/26,SIHD,3,26.5,47.55,137.5714286,34.25,9.7,0.5375,21.9,48,0
2015/5/27,SIHD,4,39.1,50.65,107.8,25.75,9.85,0.5835,21.2,78,0
2015/5/28,SIHD,2,32.0952381,39.61904762,94.625,30.0952381,9.095238095,0.601904762,21.1,88,0
2015/5/29,SIHD,4,28.91304348,40.91304348,84.5,27.17391304,7.304347826,0.55826087,21.7,88,0
2015/5/30,SIHD,4,41.31818182,48.73684211,74,39.22727273,11.77272727,0.679545455,21.9,85,1
2015/5/31,SIHD,2,47,56.65,114.3333333,34.19047619,10.57142857,0.618571429,22.1,79,1
2015/6/1,SIHD,3,55.28571429,62.23529412,146.1666667,23.47619048,10.52380952,0.546666667,23.3,79,0
2015/6/3,SIHD,2,18.60869565,35.52631579,95.57142857,28.91304348,9.52173913,0.480869565,22.5,69,0
2015/6/4,SIHD,1,26.23809524,53.38095238,119.3333333,47.76190476,12.71428571,0.513809524,21.7,55,0
2015/6/5,SIHD,5,66.27272727,86.27272727,228.8571429,39.72727273,15.27272727,0.685909091,22.7,61,0
2015/6/6,SIHD,6,70.55,89.9375,219,28.75,12.6,0.6065,25.2,59,1
2015/6/8,SIHD,4,22.23809524,25.53333333,61.8,44.28571429,8.380952381,0.713333333,22.1,90,0
2015/6/9,SIHD,1,54.9,63.2,104.5,53.4,13.1,0.8125,22.7,82,0
2015/6/10,SIHD,1,34.14285714,43,76,33.76190476,7.714285714,0.617619048,23.6,85,0
2015/6/11,SIHD,2,61.69565217,127.95,129.25,52.17391304,18.7826087,0.953913043,26.7,69,0
2015/6/12,SIHD,3,68.73913043,145.826087,191.8571429,54.86956522,20.08695652,0.886086957,28.7,54,0
2015/6/13,SIHD,7,65.72727273,113.1818182,185.6666667,45.95454545,21,0.814545455,28.3,62,0
2015/6/14,SIHD,4,46.69565217,80.47826087,128.5714286,45.30434783,19.91304348,0.705217391,27.6,67,1
2015/6/16,SIHD,2,31.90909091,33.53846154,130.8571429,30.36363636,7.136363636,0.704545455,21.1,94,1
2015/6/17,SIHD,8,21.04545455,27.11111111,72.83333333,32.86363636,7.090909091,0.683636364,22.8,93,0
2015/6/18,SIHD,5,19.21052632,28.84210526,102.25,28.84210526,9.052631579,0.558421053,21.9,86,0
2015/6/19,SIHD,6,52.21428571,60,141.2,34.71428571,9.785714286,0.69,23.2,78,0
2015/6/20,SIHD,6,41.8125,49.0625,129.5,23.75,8.9375,0.580625,24.5,76,1
2015/6/21,SIHD,1,49.04166667,54.66666667,114.125,21.04166667,8.791666667,0.575833333,24.4,79,1
2015/6/22,SIHD,6,25.73913043,31.7826087,86.5,23.65217391,6.739130435,0.585652174,22.1,92,0
2015/6/23,SIHD,8,51,60,87.375,40.625,11.04166667,0.756666667,24.6,89,0
2015/6/24,SIHD,5,57.625,72.04761905,129.125,34.95833333,9.5,0.647916667,25.6,90,0
2015/6/25,SIHD,1,59.2173913,82.7826087,142.125,41,12.60869565,0.718695652,30.4,72,0
2015/6/26,SIHD,7,36.83333333,43.68181818,36.125,49.58333333,11.75,0.955,24.5,91,0
2015/6/27,SIHD,10,12.95652174,13.05263158,90.625,26.95652174,8,0.63,21.8,93,1
2015/6/28,SIHD,5,11.125,14.33333333,102.875,24.625,6.833333333,0.610833333,21.7,94,1
2015/6/29,SIHD,4,36.625,52.20833333,56.875,36.79166667,7.833333333,0.7275,23.9,92,0
2015/6/30,SIHD,4,66,80.15789474,136.4285714,41.9047619,12.28571429,0.884761905,26.9,86,0
2015/7/1,SIHD,5,34.41176471,42.41176471,100.4,40.11764706,9.941176471,0.8,22.9,82,0
2015/7/2,SIHD,2,57.8125,64.3125,135.8333333,41.0625,11.8125,0.845,24.6,77,0
2015/7/3,SIHD,1,82.15,91.05555556,152.75,28.05,11.5,0.817,24.7,73,0
2015/7/4,SIHD,7,59.66666667,61.6,91.25,32.70833333,10.75,0.675833333,22.7,78,1
2015/7/5,SIHD,1,24.5,31.75,121.625,28.125,10.33333333,0.532916667,21.6,80,1
2015/7/6,SIHD,2,17.66666667,22.66666667,97,30.66666667,9.5,0.502916667,19.4,84,0
2015/7/7,SIHD,5,16.54166667,23.91666667,108,24.5,9.333333333,0.5825,20.6,89,0
2015/7/8,SIHD,8,22.73913043,32.13043478,96.375,27.47826087,9.956521739,0.603913043,22.7,86,0
2015/7/9,SIHD,2,23,33.83333333,39.25,25.83333333,9.333333333,0.533333333,24,92,0
2015/7/10,SIHD,3,18.25,31.58333333,62.625,13.41666667,9.375,0.434166667,25.4,86,0
2015/7/11,SIHD,3,6.416666667,8.583333333,51.375,5.75,8.125,0.387083333,24,93,1
2015/7/12,SIHD,7,19.125,33.16666667,70.625,23.41666667,9.625,0.55375,25.2,84,1
2015/7/13,SIHD,2,76.91304348,106.6956522,207.25,42.7826087,17.65217391,0.807391304,28.7,73,0
2015/7/14,SIHD,2,79.70833333,101.826087,208.25,47,13.33333333,0.799166667,28.4,75,0
2015/7/15,SIHD,2,31.95238095,42.15789474,90.42857143,26.66666667,9,0.447619048,26.7,76,0
2015/7/17,SIHD,3,30.125,47.83333333,78,19.75,7.541666667,0.490416667,25.5,81,0
2015/7/18,SIHD,3,23.80952381,42.85714286,85,17,7.857142857,0.461428571,25.9,83,1
2015/7/19,SIHD,3,19.43478261,31.86956522,72.14285714,18.2173913,7.434782609,0.465217391,26.4,83,1
2015/7/20,SIHD,4,24.13043478,33.2173913,73.28571429,21.43478261,8.043478261,0.469565217,27.2,83,0
2015/7/21,SIHD,3,39.2,59.6,76.16666667,38.33333333,11.53333333,0.581333333,26.9,83,0
2015/7/22,SIHD,5,37.875,53.13636364,84,42.20833333,10.04166667,0.655833333,27.4,87,0
2015/7/23,SIHD,2,35.54166667,50.79166667,90.25,45.04166667,9.25,0.805,26.4,94,0
2015/7/24,SIHD,3,39.75,55.28571429,144,33.95833333,11.58333333,0.701666667,29.5,77,0
2015/7/25,SIHD,2,53.66666667,80.04166667,184.5,44.66666667,13.25,0.85875,29.4,82,1
2015/7/26,SIHD,3,84.83333333,107,195.375,54.5,11.66666667,1.05375,30.1,80,1
2015/7/27,SIHD,2,54.45833333,84.5,174.375,39.625,16.875,0.81875,32.2,69,0
2015/7/28,SIHD,1,51.69565217,81.17391304,205.875,36.34782609,18.34782609,0.763478261,33.3,63,0
2015/7/29,SIHD,1,53.5,91.04166667,223.5,39.375,19.75,0.752916667,33.2,57,0
2015/7/30,SIHD,2,35.375,65.875,195.5,34.70833333,16.25,0.618333333,31.7,55,0
2015/7/31,SIHD,2,41.95833333,72.04166667,190.25,35.58333333,18.625,0.653333333,33.1,53,0
2015/8/1,SIHD,5,55.625,87.54166667,199.5,31.54166667,18,0.690416667,30.8,73,1
2015/8/2,SIHD,5,48.91666667,74.75,214.25,26.91666667,16.70833333,0.654166667,33.3,59,1
2015/8/3,SIHD,1,40.20833333,70.33333333,221,28,15.875,0.692083333,33.1,61,0
2015/8/5,SIHD,6,34.2173913,61.39130435,215.2857143,25.73913043,14.91304348,0.619130435,31.6,62,0
2015/8/6,SIHD,3,21.875,43.125,74.625,14.16666667,9.791666667,0.510416667,30.5,65,0
2015/8/7,SIHD,6,15.29166667,32.125,37.375,12.95833333,8.708333333,0.49,28.9,83,0
2015/8/8,SIHD,4,10.625,30.20833333,37.5,9.75,7.875,0.47125,28.7,83,1
2015/8/9,SIHD,4,9.375,26.95833333,36,9.875,7.875,0.47875,28.6,80,1
2015/8/10,SIHD,3,14.70833333,29.29166667,50.5,13.70833333,7.458333333,0.54625,27.7,85,0
2015/8/11,SIHD,6,19,32.43478261,90.625,20.91304348,9.347826087,0.602173913,26.8,78,0
2015/8/12,SIHD,2,28.60869565,50.69565217,96.625,28.26086957,14.2173913,0.75826087,26.4,76,0
2015/8/13,SIHD,1,51.17391304,70.43478261,161.1428571,34.60869565,13.30434783,0.75,27.2,71,0
2015/8/14,SIHD,1,38.41666667,55.73913043,139,29.04166667,10.75,0.653333333,28,64,0
2015/8/15,SIHD,6,26.47826087,40.13043478,107.75,19.82608696,10.39130435,0.617391304,27.4,75,1
2015/8/16,SIHD,4,33.66666667,45.91666667,86.125,23.20833333,11.04166667,0.709583333,27.1,80,1
2015/8/17,SIHD,10,42.33333333,57.91666667,136,21.54166667,10.54166667,0.756666667,27.1,75,0
2015/8/18,SIHD,2,47.08333333,58.875,129.375,23.125,10.375,0.745,27.3,74,0
2015/8/19,SIHD,2,26.66666667,38.125,124.625,26.16666667,11,0.63875,28.3,69,0
2015/8/20,SIHD,3,40.04347826,60,128.75,33.13043478,12.13043478,0.836086957,28.1,79,0
2015/8/21,SIHD,6,21.2173913,29.05,71.75,37.7826087,10.95652174,0.735652174,26.6,81,0
2015/8/22,SIHD,6,15.31818182,20.57894737,87.83333333,30.63636364,8.909090909,0.669545455,24.3,89,1
2015/8/23,SIHD,3,11.60869565,16.69565217,92.875,19.13043478,8.391304348,0.65173913,24.4,92,1
2015/8/24,SIHD,2,25.95833333,33,105.625,21.58333333,9.041666667,0.7475,24.1,91,0
2015/8/25,SIHD,2,39.13636364,54.90909091,146.875,33.45454545,15.13636364,0.940909091,25.4,78,0
2015/8/26,SIHD,3,65.28571429,93.38095238,178.4285714,56.47619048,19.19047619,1.036190476,26.1,77,0
2015/8/27,SIHD,7,124.2631579,144.7368421,205.3333333,58.84210526,21.63157895,1.16,26.8,71,0
2015/8/28,SIHD,3,102.0909091,114.9,184.6666667,56.45454545,18.5,1.158181818,26.3,75,0
2015/8/29,SIHD,3,80.68181818,83.35294118,170.875,30.59090909,14.18181818,0.873181818,26.7,78,1
2015/8/30,SIHD,4,63.60869565,73.55,152.5,28.43478261,13.52173913,0.796086957,26,78,1
2015/8/31,SIHD,5,48.86956522,58.73913043,134.8571429,31.7826087,11.95652174,0.750434783,26.1,76,0
2015/9/1,SIHD,4,49.16666667,63.45833333,154.5,33.41666667,12.83333333,0.75,26.5,75,0
2015/9/2,SIHD,8,76.13043478,99,202.8571429,46.39130435,17.39130435,1.033913043,27.3,75,0
2015/9/3,SIHD,12,81.28571429,105.1052632,214.1666667,45.19047619,24.57142857,1.252380952,27.1,67,0
2015/9/4,SIHD,8,71.47826087,85.09090909,221.5714286,23.86956522,14.04347826,0.969565217,26.9,69,0
2015/9/5,SIHD,4,46.29166667,56.59090909,98.125,26.875,12.875,1.00375,26.8,84,1
2015/9/6,SIHD,4,40.33333333,51.70833333,125.875,28.66666667,17.58333333,0.9425,25.7,75,1
2015/9/8,SIHD,4,15.34782609,25.82608696,128.5714286,22.60869565,11,0.519130435,25.3,69,0
2015/9/9,SIHD,5,14.83333333,26.875,136.75,26.125,11.54166667,0.44,24.8,61,0
2015/9/11,SIHD,9,25.90909091,43.36363636,155.1428571,38.90909091,13.90909091,0.558636364,24.7,66,0
